text,category,predicted_intent,confidence,needs_human_review,correct,top_1_intent,top_1_score,top_2_intent,top_2_score,top_3_intent,top_3_score
Why does my account not accept cash deposits?,balance_not_updated_after_cheque_or_cash_deposit,declined_cash_withdrawal,0.5523526,False,False,declined_cash_withdrawal,0.5523526,balance_not_updated_after_cheque_or_cash_deposit,0.25087512,pending_cash_withdrawal,0.06614149
I won't verify my identity.,why_verify_identity,unable_to_verify_identity,0.55895257,False,False,unable_to_verify_identity,0.55895257,why_verify_identity,0.35577238,verify_my_identity,0.058311384
How do I deposit my paycheck to this account?,receiving_money,top_up_by_cash_or_cheque,0.5612804,False,False,top_up_by_cash_or_cheque,0.5612804,balance_not_updated_after_cheque_or_cash_deposit,0.34821093,receiving_money,0.02537031
What major card payments are accepted?,visa_or_mastercard,supported_cards_and_currencies,0.5681027,False,False,supported_cards_and_currencies,0.5681027,card_acceptance,0.23255332,visa_or_mastercard,0.045990176
I am waiting for my card to arrive.,card_delivery_estimate,card_arrival,0.57470167,False,False,card_arrival,0.57470167,card_delivery_estimate,0.34575254,pending_card_payment,0.011310842
what is required documents for new card process ?,contactless_not_working,order_physical_card,0.5799499,False,False,order_physical_card,0.5799499,verify_my_identity,0.073232666,contactless_not_working,0.055566
"I transferred money yesterday, but it still isn't available?",pending_transfer,balance_not_updated_after_bank_transfer,0.58324546,False,False,balance_not_updated_after_bank_transfer,0.58324546,transfer_not_received_by_recipient,0.28811157,pending_transfer,0.037416987
I made a transfer and am still waiting.,balance_not_updated_after_bank_transfer,pending_transfer,0.5834505,False,False,pending_transfer,0.5834505,transfer_not_received_by_recipient,0.16299449,balance_not_updated_after_bank_transfer,0.14614151
I transferred some money but it is yet to arrive.,balance_not_updated_after_bank_transfer,transfer_not_received_by_recipient,0.5840426,False,False,transfer_not_received_by_recipient,0.5840426,balance_not_updated_after_bank_transfer,0.26763144,pending_transfer,0.055968903
"I am seeing a weird payment showing up that I know I did not make, how can I get it cancelled?",direct_debit_payment_not_recognised,card_payment_not_recognised,0.58483046,False,False,card_payment_not_recognised,0.58483046,direct_debit_payment_not_recognised,0.24660034,reverted_card_payment?,0.075814664
How much does it cost in fees to use your card?,order_physical_card,card_payment_fee_charged,0.5876589,False,False,card_payment_fee_charged,0.5876589,top_up_by_card_charge,0.23547727,order_physical_card,0.054947883
How do I unblock my card using the app?,card_not_working,pin_blocked,0.5920221,False,False,pin_blocked,0.5920221,card_linking,0.16072546,card_not_working,0.07573332
Can I get a copy of the card by email?,getting_virtual_card,order_physical_card,0.5957646,False,False,order_physical_card,0.5957646,card_arrival,0.13979441,card_linking,0.0680269
Can I top up using an international card,top_up_by_card_charge,supported_cards_and_currencies,0.59705293,False,False,supported_cards_and_currencies,0.59705293,top_up_by_card_charge,0.2898158,country_support,0.039631166
When will my funds transfer?,transfer_not_received_by_recipient,transfer_timing,0.605641,False,False,transfer_timing,0.605641,balance_not_updated_after_bank_transfer,0.16186254,pending_transfer,0.12796849
When I try and to buy something using my card it keeps getting declined.,declined_transfer,declined_card_payment,0.60723627,False,False,declined_card_payment,0.60723627,declined_transfer,0.2217331,card_not_working,0.06944408
Where is the transfer I started?,transfer_not_received_by_recipient,balance_not_updated_after_bank_transfer,0.60858226,False,False,balance_not_updated_after_bank_transfer,0.60858226,transfer_timing,0.11062772,pending_transfer,0.06717686
How long should my new card take to arrive?,card_arrival,card_delivery_estimate,0.61632806,False,False,card_delivery_estimate,0.61632806,card_arrival,0.3177486,card_about_to_expire,0.017730664
my card was not in the mail again can you advise?,card_delivery_estimate,card_arrival,0.617015,False,False,card_arrival,0.617015,lost_or_stolen_card,0.08718187,card_about_to_expire,0.027023604
When can I expect to receive my new card?,card_delivery_estimate,card_arrival,0.62055695,False,False,card_arrival,0.62055695,card_delivery_estimate,0.2793709,card_about_to_expire,0.032397904
"Hi, I would like to file a claim for an inquiry. I am a frequent customer of the company in question and have never had any issue with my purchases, payments, or otherwise. However, the price deducted for an item I purchased a couple of weeks ago has been returned to my checking account. Was there an issue with my payment? The item has already been delivered to me.",reverted_card_payment?,direct_debit_payment_not_recognised,0.6264956,False,False,direct_debit_payment_not_recognised,0.6264956,reverted_card_payment?,0.2936747,request_refund,0.028733596
Is there a transfer fee?,transfer_fee_charged,top_up_by_bank_transfer_charge,0.6269183,False,False,top_up_by_bank_transfer_charge,0.6269183,transfer_fee_charged,0.33331504,exchange_charge,0.018906126
Somebody used my card to make a purchase,card_payment_not_recognised,compromised_card,0.6273729,False,False,compromised_card,0.6273729,card_payment_not_recognised,0.222197,reverted_card_payment?,0.026930489
How long can an EU transfer take?,pending_transfer,transfer_timing,0.6286788,False,False,transfer_timing,0.6286788,pending_transfer,0.26202983,balance_not_updated_after_bank_transfer,0.082010925
Why was my account deducted from a seller when I didn't approve of it?,direct_debit_payment_not_recognised,reverted_card_payment?,0.64096946,False,False,reverted_card_payment?,0.64096946,direct_debit_payment_not_recognised,0.18605423,declined_card_payment,0.020322114
Will you reinstate my PIN?,pin_blocked,change_pin,0.6443411,False,False,change_pin,0.6443411,pin_blocked,0.22660896,get_physical_card,0.039733786
How long until my transfer will be available to me,balance_not_updated_after_bank_transfer,transfer_timing,0.6494232,False,False,transfer_timing,0.6494232,pending_transfer,0.17944208,balance_not_updated_after_bank_transfer,0.1156219
how do i get a virtual card for one time use,get_disposable_virtual_card,getting_virtual_card,0.6495431,False,False,getting_virtual_card,0.6495431,get_disposable_virtual_card,0.25783908,virtual_card_not_working,0.03252408
Someone transferred money to me and it doesn't show,pending_transfer,transfer_not_received_by_recipient,0.6605712,False,False,transfer_not_received_by_recipient,0.6605712,balance_not_updated_after_bank_transfer,0.1921789,cash_withdrawal_not_recognised,0.027102962
How do I freeze my account?,compromised_card,terminate_account,0.6606124,False,False,terminate_account,0.6606124,passcode_forgotten,0.038873374,cancel_transfer,0.036272157
"I requested a refund, and never received it. What can I do?",Refund_not_showing_up,request_refund,0.66169626,False,False,request_refund,0.66169626,Refund_not_showing_up,0.30558845,direct_debit_payment_not_recognised,0.008191147
Am I able to exchange currencies?,fiat_currency_support,exchange_via_app,0.6647837,False,False,exchange_via_app,0.6647837,fiat_currency_support,0.20661642,exchange_charge,0.042108584
transaction failed?,transfer_not_received_by_recipient,failed_transfer,0.6745747,False,False,failed_transfer,0.6745747,card_not_working,0.0789249,beneficiary_not_allowed,0.070647605
Why is my money gone right when I attempted to top up,topping_up_by_card,top_up_reverted,0.6784001,False,False,top_up_reverted,0.6784001,top_up_failed,0.17074262,topping_up_by_card,0.07670836
can I have a non virtual card?,order_physical_card,getting_virtual_card,0.6793391,False,False,getting_virtual_card,0.6793391,virtual_card_not_working,0.13108566,get_disposable_virtual_card,0.09737262
"My top-up showed as complete, but it's no longer there! What's going on here?",top_up_reverted,pending_top_up,0.68155116,False,False,pending_top_up,0.68155116,top_up_reverted,0.26558,top_up_failed,0.024484348
Someone stole my cards!,lost_or_stolen_phone,lost_or_stolen_card,0.6893073,False,False,lost_or_stolen_card,0.6893073,compromised_card,0.13204089,card_swallowed,0.026475986
"My card's frozen, what can I do?",pin_blocked,card_not_working,0.6931716,False,False,card_not_working,0.6931716,lost_or_stolen_card,0.10009291,card_swallowed,0.049636517
I requested a refund from a store but it hasn't arrived.,Refund_not_showing_up,request_refund,0.69576246,False,False,request_refund,0.69576246,Refund_not_showing_up,0.28777984,reverted_card_payment?,0.0043182727
Can I change my currency from USD to EUR?,exchange_via_app,fiat_currency_support,0.69627964,False,False,fiat_currency_support,0.69627964,exchange_via_app,0.18832873,receiving_money,0.020538868
How can I top-up my card?,top_up_by_cash_or_cheque,topping_up_by_card,0.69743097,False,False,topping_up_by_card,0.69743097,top_up_failed,0.08020968,supported_cards_and_currencies,0.05738705
I can't transfer money from my account.,declined_transfer,beneficiary_not_allowed,0.6997605,False,False,beneficiary_not_allowed,0.6997605,failed_transfer,0.09886012,transfer_into_account,0.0811955
My card is being declined for a purchase. I bought items before and the card worked. Do you know what the problem is?,reverted_card_payment?,declined_card_payment,0.7051346,False,False,declined_card_payment,0.7051346,declined_transfer,0.12701502,card_not_working,0.064704746
Is there a fee for exchanging cash?,wrong_exchange_rate_for_cash_withdrawal,exchange_charge,0.70806533,False,False,exchange_charge,0.70806533,cash_withdrawal_charge,0.11445384,top_up_by_bank_transfer_charge,0.054417986
how does a virtual card work,get_disposable_virtual_card,getting_virtual_card,0.7094419,False,False,getting_virtual_card,0.7094419,get_disposable_virtual_card,0.2173378,virtual_card_not_working,0.046190843
Where is the money I pushed it's on my mobile app as being withdrawn.,wrong_amount_of_cash_received,cash_withdrawal_not_recognised,0.7133083,False,False,cash_withdrawal_not_recognised,0.7133083,top_up_reverted,0.053208973,wrong_amount_of_cash_received,0.03126893
When will I get my card?,card_arrival,card_delivery_estimate,0.7135468,False,False,card_delivery_estimate,0.7135468,card_arrival,0.20302045,get_physical_card,0.011896388
what is this charge on my account,direct_debit_payment_not_recognised,extra_charge_on_statement,0.715422,False,False,extra_charge_on_statement,0.715422,direct_debit_payment_not_recognised,0.08797432,card_payment_not_recognised,0.05863095
How do I change currencies to euros?,fiat_currency_support,exchange_via_app,0.7165679,False,False,exchange_via_app,0.7165679,fiat_currency_support,0.16186127,receiving_money,0.03496045
Can I exchange currencies?,fiat_currency_support,exchange_via_app,0.71826214,False,False,exchange_via_app,0.71826214,fiat_currency_support,0.14814419,exchange_charge,0.07104742
"I wasn't charged the correct amount for an item I purchased, how can I fix this?",request_refund,card_payment_wrong_exchange_rate,0.7186421,False,False,card_payment_wrong_exchange_rate,0.7186421,request_refund,0.072652295,extra_charge_on_statement,0.057557445
Can you look to make sure the exchange rate is correct,wrong_exchange_rate_for_cash_withdrawal,card_payment_wrong_exchange_rate,0.72082615,False,False,card_payment_wrong_exchange_rate,0.72082615,exchange_rate,0.13548301,wrong_exchange_rate_for_cash_withdrawal,0.09297839
Are there restrictions for my disposable card since it does not seem to be working?,virtual_card_not_working,disposable_card_limits,0.7259382,False,False,disposable_card_limits,0.7259382,card_not_working,0.10325183,virtual_card_not_working,0.05099971
When will my transfer be available in my account.,balance_not_updated_after_bank_transfer,transfer_timing,0.74192786,False,False,transfer_timing,0.74192786,balance_not_updated_after_bank_transfer,0.13653836,pending_transfer,0.06022956
Can I reactivate my PIN?,pin_blocked,change_pin,0.7429691,False,False,change_pin,0.7429691,pin_blocked,0.17865564,get_physical_card,0.028203933
how do VR cards work,get_disposable_virtual_card,getting_virtual_card,0.7501174,False,False,getting_virtual_card,0.7501174,get_disposable_virtual_card,0.14569028,order_physical_card,0.02536637
The app wouldn't accept my top up.,top_up_reverted,top_up_failed,0.75015175,False,False,top_up_failed,0.75015175,top_up_reverted,0.14344776,topping_up_by_card,0.025748711
What are the fees for top-ups?,top_up_by_bank_transfer_charge,top_up_by_card_charge,0.7616004,False,False,top_up_by_card_charge,0.7616004,top_up_by_bank_transfer_charge,0.17823268,top_up_limits,0.016866712
What should I do to get transactions off of my account if I didn't make them?  My card must have been compromised and I need to freeze it asap!,card_payment_not_recognised,compromised_card,0.7651383,False,False,compromised_card,0.7651383,cash_withdrawal_not_recognised,0.0985051,card_payment_not_recognised,0.045161378
How many virtual cards do I get?,disposable_card_limits,getting_virtual_card,0.77243584,False,False,getting_virtual_card,0.77243584,getting_spare_card,0.115541525,disposable_card_limits,0.07339047
How long does it take for an international transfer into my account?,balance_not_updated_after_bank_transfer,transfer_timing,0.7735109,False,False,transfer_timing,0.7735109,balance_not_updated_after_bank_transfer,0.16474275,pending_transfer,0.027068213
Why was I unable to do a transfer?,declined_transfer,failed_transfer,0.7907758,False,False,failed_transfer,0.7907758,beneficiary_not_allowed,0.16420084,declined_transfer,0.024798349
How do I top up my card?,transfer_into_account,topping_up_by_card,0.8030162,False,False,topping_up_by_card,0.8030162,top_up_failed,0.05464881,supported_cards_and_currencies,0.030759614
How do I do a successful transfer to an account?,beneficiary_not_allowed,transfer_into_account,0.80364174,False,False,transfer_into_account,0.80364174,declined_transfer,0.030316833,failed_transfer,0.02913976
My non-physical card will not work,virtual_card_not_working,card_not_working,0.81801134,False,False,card_not_working,0.81801134,virtual_card_not_working,0.029023565,order_physical_card,0.025326999
My cash withdrawal was partly declined,wrong_amount_of_cash_received,declined_cash_withdrawal,0.82812345,False,False,declined_cash_withdrawal,0.82812345,wrong_amount_of_cash_received,0.06497387,pending_cash_withdrawal,0.043429475
how long dies it take for transfers to reflect on my balance,transfer_timing,balance_not_updated_after_bank_transfer,0.8374787,False,False,balance_not_updated_after_bank_transfer,0.8374787,transfer_timing,0.06195555,pending_transfer,0.049907614
Will declined funds I tried to withdraw be returned to me?,wrong_amount_of_cash_received,declined_cash_withdrawal,0.8448593,False,False,declined_cash_withdrawal,0.8448593,declined_transfer,0.043605957,wrong_amount_of_cash_received,0.017333161
whats your exchange rate,exchange_charge,exchange_rate,0.85285866,False,False,exchange_rate,0.85285866,card_payment_wrong_exchange_rate,0.061305113,wrong_exchange_rate_for_cash_withdrawal,0.04174224
My card is just not working at this time.,virtual_card_not_working,card_not_working,0.8659121,False,False,card_not_working,0.8659121,declined_card_payment,0.03022134,activate_my_card,0.017590644
What do i need to verify my id?,unable_to_verify_identity,verify_my_identity,0.87782997,False,False,verify_my_identity,0.87782997,unable_to_verify_identity,0.077601425,why_verify_identity,0.03135958
How long does a card delivery take?,card_arrival,card_delivery_estimate,0.89107656,False,False,card_delivery_estimate,0.89107656,card_arrival,0.078814976,order_physical_card,0.0059637544
"I was double charged, and the second charge is showing as ""pending"". How long will it be before I get my money back once the second charge has been refunded?",pending_card_payment,transaction_charged_twice,0.9027892,False,False,transaction_charged_twice,0.9027892,Refund_not_showing_up,0.03712722,pending_transfer,0.014053834
"I would like to know why my payment is still pending, can you help?",pending_transfer,pending_card_payment,0.9201328,False,False,pending_card_payment,0.9201328,pending_transfer,0.037668332,pending_cash_withdrawal,0.022856295
What other methods are there to verify my identity?,why_verify_identity,verify_my_identity,0.92048895,False,False,verify_my_identity,0.92048895,unable_to_verify_identity,0.038100537,why_verify_identity,0.032596637
Where can I view my PIN?,pin_blocked,get_physical_card,0.9451338,False,False,get_physical_card,0.9451338,change_pin,0.022950461,pin_blocked,0.018959453
My transfer is pending.,balance_not_updated_after_bank_transfer,pending_transfer,0.9618455,False,False,pending_transfer,0.9618455,declined_transfer,0.00647805,transfer_not_received_by_recipient,0.006421731
What can I use a virtual disposable card for?,disposable_card_limits,get_disposable_virtual_card,0.96248496,False,False,get_disposable_virtual_card,0.96248496,disposable_card_limits,0.029619776,virtual_card_not_working,0.005377274
Where do I find the exchange rate?,exchange_charge,exchange_rate,0.9639307,False,False,exchange_rate,0.9639307,exchange_charge,0.010185735,card_payment_wrong_exchange_rate,0.009743956
how many transactions can i make with a disposable card,get_disposable_virtual_card,disposable_card_limits,0.9843785,False,False,disposable_card_limits,0.9843785,top_up_limits,0.004086161,getting_spare_card,0.003094632
